,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at
28294,28294,28294,28294,29534,portrait nurse report,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Portrait of an Illinois Nurse: ""I don't know how much longer we are going to be able to hold this."" #Covid19 #ProtectNurses Read the full Deadly Shame report: https://t.co/0WGvv7qcFH https://t.co/gRsGJ6AcPt",portrait of an illinois nurse i don't know how much longer we are going to be able to hold this   read the full deadly shame report  ,2020-12-08 18:29:59+00:00
28295,28295,28295,28295,36844,time tuesday,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Time for the Tuesday covid swab. Am getting good at these now,time for the tuesday covid swab am getting good at these now,2020-12-08 19:00:57+00:00
28296,28296,28296,28296,118383,care health health friend,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@BZofficer Good for you. I am so glad to see you taking care of you mental health. It is as important as our physical health. Continuing to pray for you, my friend! 🙏🙏🙏🙏🙏", good for you i am so glad to see you taking care of you mental health it is as important as our physical health continuing to pray for you my friend ,2020-12-08 19:06:30+00:00
28297,28297,28297,28297,40947,biscuit stale cake ergo jaffa cake cake,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1158776798425806,False,"@heatherjstewart Biscuits go soft when stale, cakes go hard when stale ergo Jaffa Cakes are cakes.", biscuits go soft when stale cakes go hard when stale ergo jaffa cakes are cakes,2020-12-08 19:07:22+00:00
28298,28298,28298,28298,118382,cabin,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@mountainmama123 I like that. Reminds me of a log cabin. 😃, i like that reminds me of a log cabin ,2020-12-08 19:10:49+00:00
28299,28299,28299,28299,118381,post thought prayer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@BZofficer I will miss seeing your posts very much. Will always have you in my thoughts and prayers. 🙏🙏🙏, i will miss seeing your posts very much will always have you in my thoughts and prayers ,2020-12-08 19:25:31+00:00
28300,28300,28300,28300,118380,mamma,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6450678017859578,False,"@K9Apart He was, and will always watch over his mamma. 😢😢", he was and will always watch over his mamma ,2020-12-08 19:28:09+00:00
28301,28301,28301,28301,118379,perpetrator punishment treatment enforcement officer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@ACQ91 Hope the perpetrator was given appropriate punishment for this. Shameful treatment of our law enforcement officers! 😢😢😢, hope the perpetrator was given appropriate punishment for this shameful treatment of our law enforcement officers ,2020-12-08 19:36:51+00:00
28302,28302,28302,28302,117579,work liaison nurse project feel conversation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7964756639544182,False,Have you seen @GwenMoulster @LearningDisEng work on Liaison Nurses? It will be good to hear them speak about the project at #LDNsymp this Thursday. https://t.co/qwslRaAv9B Feel free to join the conversation using #LDNsymp,have you seen   work on liaison nurses it will be good to hear them speak about the project at  this thursday  feel free to join the conversation using ,2020-12-08 19:37:00+00:00
28303,28303,28303,28303,54733,character place chidi,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0239809931703995,False,Who is the worst character in the good place and why is it chidi?,who is the worst character in the good place and why is it chidi,2020-12-08 19:49:28+00:00
28304,28304,28304,28304,97451,covid others,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1053360781991491,False,Covid-19 vaccine: 'Others deserve it before me' https://t.co/vebTelTpJ5,covid vaccine others deserve it before me ,2020-12-08 19:51:45+00:00
28305,28305,28305,28305,97450,cambridge list,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9199721263529178,False,@Leslie_Gelling @Nursing_BU @bournemouthuni @PhiMuChapter Never visited Cambridge. On my to visit list for sure.,    never visited cambridge on my to visit list for sure,2020-12-08 20:09:44+00:00
28306,28306,28306,28306,36843,everything,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,@blue_nose_amy Just seen this! Everything crossed for you, just seen this everything crossed for you,2020-12-08 20:18:42+00:00
28307,28307,28307,28307,121212,yeah,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,@SeigeCeej Yeah definitely!! You only had one bar 😂😂😂, yeah definitely you only had one bar ,2020-12-08 20:24:43+00:00
28308,28308,28308,28308,36842,dammit tool people chair front,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@blue_nose_amy Dammit I feel like getting some tools and having a go at making one for you. Sometimes you see people in chairs with 1 leg out in front, dammit i feel like getting some tools and having a go at making one for you sometimes you see people in chairs with leg out in front,2020-12-08 20:30:26+00:00
28309,28309,28309,28309,36841,shape,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,False,@blue_nose_amy Which shape do you need? Am on prime looking now 🤪, which shape do you need am on prime looking now ,2020-12-08 20:55:19+00:00
28310,28310,28310,28310,77700,study impact pandemic life experience dentist,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7291156929582004,False,"This study highlights the impact that pandemics such as #COVID-19 can have on life experiences of #essentialworkers, including dentists @IADR @DentalResearch https://t.co/JEhf7UfidG",this study highlights the impact that pandemics such as  can have on life experiences of  including dentists   ,2020-12-08 21:00:43+00:00
28311,28311,28311,28311,36840,knee,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,False,@blue_nose_amy I've only seen ones that are below the knee so far 😒, i've only seen ones that are below the knee so far ,2020-12-08 21:03:18+00:00
28312,28312,28312,28312,29533,today shame analysis devaluation care work inequity nurse experience line issue action dive,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Out today, ""Deadly Shame"" is an in-depth analysis of: 👩🏽‍⚕️ the devaluation of #nurses' care work and resulting inequities, 😷 nurses' experiences on the front lines of #Covid19, and ✊ ways to redress these issues through collective action. Dive in now: https://t.co/isR5ctfLvG",out today deadly shame is an indepth analysis of  the devaluation of  care work and resulting inequities  nurses experiences on the front lines of  and  ways to redress these issues through collective action dive in now ,2020-12-08 21:07:36+00:00
28313,28313,28313,28313,36839,splint,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,False,@blue_nose_amy They call it a knee splint https://t.co/woc0rHfFhm, they call it a knee splint ,2020-12-08 21:09:36+00:00
28314,28314,28314,28314,36838,sport injury,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@blue_nose_amy There are cheaper looking ones but they seem to be more sports injury ones not more serious, there are cheaper looking ones but they seem to be more sports injury ones not more serious,2020-12-08 21:14:36+00:00
28315,28315,28315,28315,36837,calf support,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@blue_nose_amy Is it the calf you need the main support for?, is it the calf you need the main support for,2020-12-08 21:18:09+00:00
28316,28316,28316,28316,36836,knee type knee,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9852960475031796,False,"@blue_nose_amy A lot of them immobilise the knee, who knew there were so many.bloody types! You need to bend the knee don't you", a lot of them immobilise the knee who knew there were so manybloody types you need to bend the knee don't you,2020-12-08 21:22:56+00:00
28317,28317,28317,28317,5516,skill book space,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2363397320618626,False,"@ScottE11is @HallamLibrary Ok, check on the skills centre as you may need to book a space.",  ok check on the skills centre as you may need to book a space,2020-12-08 21:33:54+00:00
28318,28318,28318,28318,129835,thing,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@HelenforrestH Great things are happening while I have been off. 🥰🥰, great things are happening while i have been off ,2020-12-08 21:36:36+00:00
28319,28319,28319,28319,36835,delivery,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,0.5919698906781365,False,@blue_nose_amy This looks ok but delivery is January 😒https://t.co/HEExYOtFWO, this looks ok but delivery is january ,2020-12-08 21:45:41+00:00
28320,28320,28320,28320,29532,response health care corporation official disparity people color country disparity impact color,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,#Covid19 — and the disastrous response from health care corporations and elected officials — has laid bare the brutal disparities faced by people of color in this country. Those disparities result in deadly impacts for RNs of color. #ProtectNurses More: https://t.co/dSYkgH8eGn https://t.co/QZE5EXq6pf,  and the disastrous response from health care corporations and elected officials  has laid bare the brutal disparities faced by people of color in this country those disparities result in deadly impacts for rns of color  more  ,2020-12-08 22:00:13+00:00
28321,28321,28321,28321,77699,trend hearing article absorption enjoyment story,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5830434472847704,False,Trends in Hearing has a recently published #openaccess article on absorption and enjoyment during listening to acoustically masked stories https://t.co/9tePy0mTVx,trends in hearing has a recently published  article on absorption and enjoyment during listening to acoustically masked stories ,2020-12-08 22:00:40+00:00
28322,28322,28322,28322,36834,stock,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6129212748816155,False,@blue_nose_amy Pissed off I can't find any in stock 😒, pissed off i can't find any in stock ,2020-12-08 22:04:21+00:00
28323,28323,28323,28323,36833,arse,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,@4242Bruce @Blanny Looks like he's wiping his arse,  looks like he's wiping his arse,2020-12-08 22:05:10+00:00
28324,28324,28324,28324,36832,prime market,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@blue_nose_amy Am outside prime now looking on the black market, am outside prime now looking on the black market,2020-12-08 22:11:36+00:00
28325,28325,28325,28325,54732,indecisiveness,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6674628242942683,False,@meganprestonn Same his indecisiveness kills me its unbearable, same his indecisiveness kills me its unbearable,2020-12-08 22:14:30+00:00
28326,28326,28326,28326,36831,bloke lunch,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8051655797652794,False,Missed this. What a brilliant bloke. Couldn't find anywhere to park his car and had a nasty lunch before his jab 😂 https://t.co/atXwK0ekDB,missed this what a brilliant bloke couldn't find anywhere to park his car and had a nasty lunch before his jab  ,2020-12-08 23:09:11+00:00
28327,28327,28327,28327,48439,predator thanks follow,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,False,Hey The Orlando Predators thanks for the follow!,hey the orlando predators thanks for the follow,2020-12-08 23:26:08+00:00
28328,28328,28328,28328,30891,federation ireland gender balance committee,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Olympic Federation of Ireland achieve historic gender balance on executive committee 🙌🙌🙌🙌🙌 https://t.co/G3L60umzQ5,olympic federation of ireland achieve historic gender balance on executive committee  ,2020-12-08 23:41:34+00:00
28329,28329,28329,28329,29531,nurse employer disregard nurse health safety patient nurse family member,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"""Nurses face profound #MoralInjury from employers' reckless disregard for nurses' health and safety... RNs fear they may infect their patients. Many nurses also fear contracting #Covid19 and getting their family members infected."" — @NNUBonnie More: https://t.co/dSYkgH8eGn https://t.co/LuD2hQvO4S",nurses face profound  from employers reckless disregard for nurses health and safety rns fear they may infect their patients many nurses also fear contracting  and getting their family members infected   more  ,2020-12-09 00:00:08+00:00
28330,28330,28330,28330,30890,brexit gove ireland business world access market news,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1824695680715813,False,Brexit: Gove says Northern Ireland businesses get 'best of both worlds' with access to both EU and UK markets | ITV News https://t.co/CclCjmZgsM,brexit gove says northern ireland businesses get best of both worlds with access to both eu and uk markets  itv news ,2020-12-09 05:27:20+00:00
28331,28331,28331,28331,30889,covid moment virus others people mask,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Most likely #covidvaccines will prevent you from being sick with Covid but it’s uncertain at this moment whether they will keep you from transmitting the virus to others and while but that will be known soon vaccinated people will still need to wear a mask https://t.co/6HVThxBm9O,most likely  will prevent you from being sick with covid but it’s uncertain at this moment whether they will keep you from transmitting the virus to others and while but that will be known soon vaccinated people will still need to wear a mask ,2020-12-09 05:36:34+00:00
28332,28332,28332,28332,117578,culture disability nursing join conversation,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,False,How do we go about Creating Caring Cultures in Learning Disability Nursing? Join @FoNScharity @GiselleatFoNS at Thursday's #LDNsymp to hear more. Feel free to join the conversation using #LDNsymp,how do we go about creating caring cultures in learning disability nursing join   at thursday's  to hear more feel free to join the conversation using ,2020-12-09 06:10:00+00:00
28333,28333,28333,28333,44556,home head heart lung thanks,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@AlanLevinovitz I was sent home repeatedly for it being all in my head. Turns out, it was all in my heart and lungs. (Thanks CT scan)", i was sent home repeatedly for it being all in my head turns out it was all in my heart and lungs thanks ct scan,2020-12-09 06:12:22+00:00
28334,28334,28334,28334,36830,fringe,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2001204332762343,False,@kikerd Hope you gave her a wonky fringe, hope you gave her a wonky fringe,2020-12-09 08:19:30+00:00
28335,28335,28335,28335,30888,mountain foot course rabbit hole geography lesson earthquake gravity impact plate,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"The earth’s highest mountain just got two feet higher and of course I went down a rabbit hole to find out why 😅 One geography lesson later I know more about earthquakes, erosion, gravity, the impact of crashing tectonic plates #riverdeep #mountainhigh 👍 https://t.co/MWeNOWVdKf",the earth’s highest mountain just got two feet higher and of course i went down a rabbit hole to find out why  one geography lesson later i know more about earthquakes erosion gravity the impact of crashing tectonic plates    ,2020-12-09 08:51:24+00:00
28336,28336,28336,28336,56849,night,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,Pretty sure if they had been black they wouldnt have survived the night. https://t.co/XIPdqBsR3O,pretty sure if they had been black they wouldnt have survived the night ,2020-12-09 09:16:24+00:00
28337,28337,28337,28337,105552,school part food life hundred child circumstance food homemade school lunch,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0465414006060405,False,"We’re delighted that @etsteas are sponsoring 23 schools to take part in Food for Life, enabling hundreds of children, regardless of their circumstances, to learn about food and enjoy a nutritious homemade school lunch #JoyInATeacup https://t.co/sj1bs20zUn https://t.co/tWc6UuLVTe",we’re delighted that  are sponsoring schools to take part in food for life enabling hundreds of children regardless of their circumstances to learn about food and enjoy a nutritious homemade school lunch   ,2020-12-09 09:30:10+00:00
28338,28338,28338,28338,129834,time wipe side closing,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9122455528167988,False,@eggerstweet @HelenforrestH @UHDBTrust I used to spend my time turning wipes on the side and closing lids,   i used to spend my time turning wipes on the side and closing lids,2020-12-09 10:34:32+00:00
28339,28339,28339,28339,118378,taylor,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@tk_brink Wow, this is neat , Taylor! Did Troy do this, or did you help him?", wow this is neat  taylor did troy do this or did you help him,2020-12-09 11:30:08+00:00
28340,28340,28340,28340,84440,bottle conditioner inside boot,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Don't leave the bottle of fabric conditioner leaning against the inside of the boot.... https://t.co/8TKfJDaL51,don't leave the bottle of fabric conditioner leaning against the inside of the boot ,2020-12-09 11:31:08+00:00
28341,28341,28341,28341,65277,care guideline summary criterion standard care setting access patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Use this Palliative Care Guideline Summary to understand consistent criteria and standards for palliative care across all settings and improve access for patients. https://t.co/eo1g78MoUt https://t.co/XiHa80R4gX,use this palliative care guideline summary to understand consistent criteria and standards for palliative care across all settings and improve access for patients  ,2020-12-09 11:50:03+00:00
28342,28342,28342,28342,112328,level fuck coffee maker nightstand,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"My level of giving up? Oh, fuck it, just put a coffee maker on the nightstand.",my level of giving up oh fuck it just put a coffee maker on the nightstand,2020-12-09 12:20:13+00:00
28343,28343,28343,28343,112327,twitter practice,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.0654528298212975,False,Twitter is the socially acceptable practice of talking to yourself.,twitter is the socially acceptable practice of talking to yourself,2020-12-09 12:43:05+00:00
28344,28344,28344,28344,112326,mask worry ventilator,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9933165356458892,False,"Them: ""I don't want to wear a mask."" Me: ""No worries. Ventilators are so much more flattering.""",them i don't want to wear a mask me no worries ventilators are so much more flattering,2020-12-09 12:52:06+00:00
28345,28345,28345,28345,95376,night shift,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9991168543054476,True,Watching the @GrudgeMovie because what else would I be watching after a night shift!? 🤔😊,watching the  because what else would i be watching after a night shift ,2020-12-09 13:57:53+00:00
28346,28346,28346,28346,129833,enjoy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6932715836191622,True,@mel_mcdonagh @UHDBTrust @UHDB_PLSU @DerbyUni Aww enjoy. See you when come back you deserve it,    aww enjoy see you when come back you deserve it,2020-12-09 15:07:48+00:00
28347,28347,28347,28347,44555,community year sleeve vaccination,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Incredible to see what our scientific community has created this year, vaccines first and foremost. My sleeve is already rolled up for my vaccination! #VaccinesWork",incredible to see what our scientific community has created this year vaccines first and foremost my sleeve is already rolled up for my vaccination ,2020-12-09 15:16:45+00:00
28348,28348,28348,28348,62118,parent twatty idea,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3790492419055723,False,I absolutely adore how it’s only the 9th but you can already see some parents struggling with the Twatty Elf and coming up with some really shit ideas. Only another 16 days to think of 😂,i absolutely adore how it’s only the but you can already see some parents struggling with the twatty elf and coming up with some really shit ideas only another days to think of ,2020-12-09 16:06:04+00:00
28349,28349,28349,28349,65276,care cross training [ce] care review,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,In the latest Critical Care Insider...ICU/PCU Cross Training Videos [CE] PLUS: A Critical (Care) Review of 2020 https://t.co/T3oahQnhdD https://t.co/pJoH3kcUKy,in the latest critical care insidericupcu cross training videos [ce] plus a critical care review of  ,2020-12-09 16:25:03+00:00
28350,28350,28350,28350,62117,cause celebration right show doctor,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4751455307026876,False,This is cause for celebration right; my smear shows I NO LONGER have HPV and I can be discharged back to my own doctor 😭💜🙌🏻,this is cause for celebration right my smear shows i no longer have hpv and i can be discharged back to my own doctor ,2020-12-09 16:30:31+00:00
28351,28351,28351,28351,30887,woman country gender equality woman girl towards society benefit,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"18,000 women in 182 countries joined @vitalvoices to encourage more men to join us and stand with us ... RT if you agree... 'I recognise that gender equality is not for women and girls alone to work towards, because a gender-equitable society benefits us all' #allyshipinaction https://t.co/rZhOMbha5B",women in countries joined  to encourage more men to join us and stand with us  rt if you agree i recognise that gender equality is not for women and girls alone to work towards because a genderequitable society benefits us all  ,2020-12-09 17:05:22+00:00
28352,28352,28352,28352,77698,intelligence review application limitation future diagnostics treatment planning conduct,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1172981610085082,False,"Artificial intelligence in #dentistry? This narrative review describes the application, limitations and possible future of #AI-based dental diagnostics, treatment planning, and conduct @IADR @DentalResearch https://t.co/wUJaKWya4V",artificial intelligence in  this narrative review describes the application limitations and possible future of based dental diagnostics treatment planning and conduct   ,2020-12-09 17:30:07+00:00
28353,28353,28353,28353,77697,association occupation disorder adulthood,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.907574679435324,False,Associations between male-dominated occupations and #substanceuse disorders in young adulthood are reasearched @AmJMensHealth https://t.co/PHwWOWetDY,associations between maledominated occupations and  disorders in young adulthood are reasearched  ,2020-12-09 18:00:27+00:00
28354,28354,28354,28354,36829,balloon underneath,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.387265374681062,False,@deanoshoes @LissaLady @oneplanetmikey Is that a balloon underneath?,   is that a balloon underneath,2020-12-09 18:19:37+00:00
28355,28355,28355,28355,84439,grinch yesterday today christmas,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,The Grinch yesterday and #Godmothered today. Christmas is definitely sneaking up on us.,the grinch yesterday and  today christmas is definitely sneaking up on us,2020-12-09 18:24:19+00:00
28356,28356,28356,28356,36828,orange space hopper,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0305279663940962,False,@deanoshoes @LissaLady @oneplanetmikey Amazed it hasn't gone pop! Thought the orange one was a space hopper 😁,   amazed it hasn't gone pop thought the orange one was a space hopper ,2020-12-09 18:27:00+00:00
28357,28357,28357,28357,36827,christmas window tomorrow tonight,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,False,Getting the Christmas window painted tomorrow. Might not sleep tonight,getting the christmas window painted tomorrow might not sleep tonight,2020-12-09 18:29:58+00:00
28358,28358,28358,28358,40946,tonight fuck,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,OMG I can’t listen to anymore fucking moaning and arguing tonight. Just shut the fuck up.,omg i can’t listen to anymore fucking moaning and arguing tonight just shut the fuck up,2020-12-09 18:30:23+00:00
28359,28359,28359,28359,85720,week,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,True,Binged new #BigMouthS4 this week - Hysterical 🤣,binged new  this week  hysterical ,2020-12-09 19:15:20+00:00
28360,28360,28360,28360,29530,health safety nurse patient protection corporation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2784001700937026,False,What we need is #CovidRelief that prioritizes the health and safety of nurses and our patients — NOT more protections for the very corporations that have put us in harm's way! https://t.co/gU06vHKxcE,what we need is  that prioritizes the health and safety of nurses and our patients  not more protections for the very corporations that have put us in harm's way ,2020-12-09 19:30:03+00:00
28361,28361,28361,28361,117577,practice disability nursing tomorrow afternoon conversation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1330954328110655,False,Where are we with Advanced Practice in Learning Disability Nursing? Let's hear what @bexchester has to say at #LDNsymp tomorrow afternoon. Feel free to join the conversation using #LDNsymp,where are we with advanced practice in learning disability nursing let's hear what  has to say at  tomorrow afternoon feel free to join the conversation using ,2020-12-09 19:41:00+00:00
28362,28362,28362,28362,36826,photo opportunity,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@oneplanetmikey @deanoshoes @christhekopite @LissaLady I think they were for a posed photo opportunity,    i think they were for a posed photo opportunity,2020-12-09 20:29:10+00:00
28363,28363,28363,28363,77696,body image threat relation article,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Do you know about social-evaluative body image threat in relation to negative #bodyimage? Read more in this article @AmJMensHealth https://t.co/0BSExJD08O,do you know about socialevaluative body image threat in relation to negative  read more in this article  ,2020-12-09 20:30:09+00:00
28364,28364,28364,28364,36825,guess idea,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@oneplanetmikey @deanoshoes @christhekopite @LissaLady That's just my guess I have no idea really!,    that's just my guess i have no idea really,2020-12-09 20:37:12+00:00
28365,28365,28365,28365,36824,people meal mate insta today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,People going out for meals with their mates and posting pics all over insta are pissing me off today,people going out for meals with their mates and posting pics all over insta are pissing me off today,2020-12-09 20:39:54+00:00
28366,28366,28366,28366,36823,hedgehog trump,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@Vinylvictim @deanoshoes @LissaLady @oneplanetmikey It looks like a hedgehog trump,    it looks like a hedgehog trump,2020-12-09 20:51:36+00:00
28367,28367,28367,28367,36822,fella damn parking lunch,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4705365783387601,False,@Mooley I liked the fella who complained about the damn parking and nasty lunch he had to endure, i liked the fella who complained about the damn parking and nasty lunch he had to endure,2020-12-09 20:57:13+00:00
28368,28368,28368,28368,36821,world,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.776296538545517,False,@Mooley I know! He went viral all over the world, i know he went viral all over the world,2020-12-09 20:59:30+00:00
28369,28369,28369,28369,77695,intervention patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1158289722614249,False,Are short-term nutritional #web-based intervention in patients with type 2 #diabetes effective during the #COVID 19 pandemic? @isfteh https://t.co/zWbyG8w0nT,are shortterm nutritional based intervention in patients with type  effective during the  pandemic  ,2020-12-09 21:00:25+00:00
28370,28370,28370,28370,29529,portrait nurse home home family report,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Portrait of a Texas Nurse: ""I have an 11-year-old son at home. I just don't want to take #Covid19 home to my family."" #ProtectNurses Read the full Deadly Shame report at https://t.co/dSYkgH8eGn. https://t.co/aGPwVSg84z",portrait of a texas nurse i have an son at home i just don't want to take  home to my family  read the full deadly shame report at  ,2020-12-09 21:00:57+00:00
28371,28371,28371,28371,6039,thank shout margaretlowe janetmills jesuspozoquintero daniellegregson staff,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Thank you @missbikerni - also big shout out to @ruth_mclarnon @MrsK78 @wendyrea12 @CanavanC80 @DaniMcAllister @traceycampton, MargaretLowe, JanetMills, PaulineSmith, JourdanBrown, JesusPozoQuintero, DanielleGregson other fab @belfasttrust CC staff supporting teaching 🥰👏👏👏 https://t.co/dCTxo4lIoi",thank you   also big shout out to       margaretlowe janetmills paulinesmith jourdanbrown jesuspozoquintero daniellegregson other fab  cc staff supporting teaching  ,2020-12-09 21:30:05+00:00
28372,28372,28372,28372,95375,look,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Looks familiar!! 😁 https://t.co/SI6QAVL92I,looks familiar  ,2020-12-09 21:57:49+00:00
