Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
601,601,601,1.4726380053828936e+18,2021-12-19 18:40:35+00:00,['1472638005382893569'],"@dannyboyuk2020 @baratheongirl It’s all about the unneeded passport. You will never better vaccination, keeping a distance, wearing a surgical mask, hand washing and lateral testing. These passports will never be taken back by the corrupt politicians.",  it’s all about the unneeded passport you will never better vaccination keeping a distance wearing a surgical mask hand washing and lateral testing these passports will never be taken back by the corrupt politicians,True,False
602,602,602,1.4726075329423032e+18,2021-12-19 16:39:30+00:00,['1472607532942303232'],Corbyn is still relevant isn’t he?,corbyn is still relevant isn’t he,True,False
607,607,607,1.4725101840104366e+18,2021-12-19 10:12:40+00:00,['1472510184010436608'],@baratheongirl Selfish saving our liberty. It isn’t about anitivax., selfish saving our liberty it isn’t about anitivax,True,False
608,608,608,1.4725094842496205e+18,2021-12-19 10:09:53+00:00,['1472509484249620480'],"@formerlyknow @sajidjavid You what? He had a straight face too, didn’t he, did he? He did didn’t he?",  you what he had a straight face too didn’t he did he he did didn’t he,True,False
610,610,610,1.472502210747642e+18,2021-12-19 09:40:59+00:00,['1472502210747641856'],@timothy_stanley fascism must be stopped so hope it has positive repercussions., fascism must be stopped so hope it has positive repercussions,True,False
612,612,612,1.4725013229980713e+18,2021-12-19 09:37:27+00:00,['1472501322998071296'],Only a few know this https://t.co/0gY5szlJ4M,only a few know this ,True,False
613,613,613,1.4724605843230106e+18,2021-12-19 06:55:34+00:00,['1472460584323010560'],@MattScottMusic @StuartJKeenan @JackDunc1 Ignorance is bliss. Enjoy!,   ignorance is bliss enjoy,True,False
614,614,614,1.4724604102887547e+18,2021-12-19 06:54:53+00:00,['1472460410288754689'],@JackDunc1 Tory voters https://t.co/ylssMPbXDJ, tory voters ,True,False
618,618,618,1.472459082602795e+18,2021-12-19 06:49:36+00:00,['1472459082602795010'],@thepileus The Tory lite party?, the tory lite party,True,False
619,619,619,1.4724583490274632e+18,2021-12-19 06:46:42+00:00,['1472458349027463174'],@jessphillips @BorisJohnson Weird science going on…Labour should have won.,  weird science going on…labour should have won,True,False
621,621,621,1.472204634097922e+18,2021-12-18 13:58:31+00:00,['1472204634097922048'],@br_nning So sad the opposition is just the same., so sad the opposition is just the same,True,False
622,622,622,1.472203859921625e+18,2021-12-18 13:55:27+00:00,['1472203859921625094'],@socialist_lad Some know the truth but try to trick those half following what’s real. This is the truth. https://t.co/aMTBOPDqrs, some know the truth but try to trick those half following what’s real this is the truth ,True,False
623,623,623,1.4722034674690744e+18,2021-12-18 13:53:53+00:00,['1472203467469074436'],@H22741484Martin Uk can’t afford the humour right now., uk can’t afford the humour right now,True,False
624,624,624,1.4721114956937134e+18,2021-12-18 07:48:25+00:00,['1472111495693713415'],"@StefGotBooted He hasn’t finished sewing up the Labour Party for the right yet, still away to go.", he hasn’t finished sewing up the labour party for the right yet still away to go,True,False
625,625,625,1.471773842200744e+18,2021-12-17 09:26:42+00:00,['1471773842200743938'],@Keir_Starmer @UKLabour @btwodo Oh dear!,   oh dear,True,False
626,626,626,1.4717628779042693e+18,2021-12-17 08:43:08+00:00,['1471762877904269314'],"If only every MP went to their rightful party with Corbyn in charge of Labour, he’d be 59 points ahead by now.",if only every mp went to their rightful party with corbyn in charge of labour he’d be 59 points ahead by now,True,False
627,627,627,1.4717611332038615e+18,2021-12-17 08:36:12+00:00,['1471761133203861504'],@BriefcaseMike If only that were true., if only that were true,True,False
628,628,628,1.4717608191972516e+18,2021-12-17 08:34:57+00:00,['1471760819197251587'],"The uk Labour Party is dying a slow dismal death, isn’t it?",the uk labour party is dying a slow dismal death isn’t it,True,False
629,629,629,1.4717604758640558e+18,2021-12-17 08:33:36+00:00,['1471760475864055810'],@afneil “Talked into” you having a laugh?, “talked into” you having a laugh,True,False
630,630,630,1.4717393485635092e+18,2021-12-17 07:09:38+00:00,['1471739348563509248'],@_cai_w_ @BritainElects Nonsense,  nonsense,True,False
631,631,631,1.4717389409525637e+18,2021-12-17 07:08:01+00:00,['1471738940952563714'],@BritainElects It isn’t working out https://t.co/cgaMcyYbTe, it isn’t working out ,True,False
637,637,637,1.4713784194180751e+18,2021-12-16 07:15:26+00:00,['1471378419418075138'],@labtowin @BorisJohnson This is our problem https://t.co/GXYBlR16bJ,  this is our problem ,True,False
641,641,641,1.4711830670122885e+18,2021-12-15 18:19:11+00:00,['1471183067012288522'],@RevBluesSusie Corbyn is right as always., corbyn is right as always,True,False
642,642,642,1.4711824563594609e+18,2021-12-15 18:16:45+00:00,['1471182456359460876'],https://t.co/HtDa3ayxwY,,True,False
643,643,643,1.4711803841761198e+18,2021-12-15 18:08:31+00:00,['1471180384176119808'],@Eesy20 Really?, really,True,False
644,644,644,1.4711797607641702e+18,2021-12-15 18:06:02+00:00,['1471179760764170249'],@MatthewStadlen @JamesEFoster Doubt it it gonna be the same shit show,  doubt it it gonna be the same shit show,True,False
645,645,645,1.4711796171428127e+18,2021-12-15 18:05:28+00:00,['1471179617142812679'],@MatthewStadlen You must be a fool then., you must be a fool then,True,False
646,646,646,1.4710184989357302e+18,2021-12-15 07:25:15+00:00,['1471018498935730176'],Not sure who did this but it’s right. https://t.co/cWeM3UD8ik,not sure who did this but it’s right ,True,False
650,650,650,1.4706346092894003e+18,2021-12-14 05:59:48+00:00,['1470634609289400320'],@eastwood_colin @DanielFooksArt It’s the media and Tory of labour that scupper him otherwise they would listen,  it’s the media and tory of labour that scupper him otherwise they would listen,True,False
652,652,652,1.4706326090467983e+18,2021-12-14 05:51:51+00:00,['1470632609046798337'],@margarethodge Ur uk is going there under both parties., ur uk is going there under both parties,True,False
653,653,653,1.4706323527705764e+18,2021-12-14 05:50:50+00:00,['1470632352770576393'],@paulasherriff @Keir_Starmer Who cares https://t.co/dldF8vZqJF,  who cares ,True,False
654,654,654,1.4706319511198802e+18,2021-12-14 05:49:14+00:00,['1470631951119880194'],@MiaSertima @Keir_Starmer Murdoch is a good man,  murdoch is a good man,True,False
655,655,655,1.4703221427262177e+18,2021-12-13 09:18:10+00:00,['1470322142726217733'],"@ThfcShelfside @townsend01_mr @piersmorgan @Max33Verstappen @LewisHamilton Safety cars always bring cars together, which makes it exciting. It was unusual only some  lapped cars went  past. Usually time &amp;laps left would have meant the race was finished under the safety car.  Red flag &amp;restart: Lewis would have won as his car was far superior.",     safety cars always bring cars together which makes it exciting it was unusual only some  lapped cars went  past usually time amplaps left would have meant the race was finished under the safety car  red flag amprestart lewis would have won as his car was far superior,True,False
656,656,656,1.4703183968269558e+18,2021-12-13 09:03:17+00:00,['1470318396826955777'],@wesstreeting Get Corbyn back we need him, get corbyn back we need him,True,False
657,657,657,1.4703180659802153e+18,2021-12-13 09:01:58+00:00,['1470318065980215296'],@jessphillips Get Corbyn back we need him., get corbyn back we need him,True,False
660,660,660,1.4699369400614953e+18,2021-12-12 07:47:31+00:00,['1469936940061495300'],"@btharris93 And of course they were always safe under “magic grandpa” as well you know but now however no one is safe under Tory rule, look at Jullian assange.", and of course they were always safe under “magic grandpa” as well you know but now however no one is safe under tory rule look at jullian assange,True,False
661,661,661,1.469935958648836e+18,2021-12-12 07:43:37+00:00,['1469935958648836100'],Ironic https://t.co/IiWJ37FPcc,ironic ,True,False
663,663,663,1.4695622093910262e+18,2021-12-11 06:58:28+00:00,['1469562209391026178'],@JuliaHB1 When does the passports go away?, when does the passports go away,True,False
664,664,664,1.4695614559850168e+18,2021-12-11 06:55:28+00:00,['1469561455985016832'],@CourtinAct @JuliaHB1 Daily testing not passports is the answer,  daily testing not passports is the answer,True,False
665,665,665,1.4695610405013627e+18,2021-12-11 06:53:49+00:00,['1469561040501362689'],The uk is a disgrace under Tory rule. Free assange,the uk is a disgrace under tory rule free assange,True,False
666,666,666,1.469560628100551e+18,2021-12-11 06:52:11+00:00,['1469560628100550657'],@BRUMSTOKIE She let folk buy council houses is usually cited as a good?, she let folk buy council houses is usually cited as a good,True,False
667,667,667,1.4695052671215045e+18,2021-12-11 03:12:12+00:00,['1469505267121504258'],@CorbynistaTeen @thetimes Yes but when?,  yes but when,True,False
669,669,669,1.4693900967764992e+18,2021-12-10 19:34:33+00:00,['1469390096776499206'],@jeremycorbyn @stomachonlegs If only you were pm and you’d clean up the uk of the scum.,  if only you were pm and you’d clean up the uk of the scum,True,False
670,670,670,1.469389403596411e+18,2021-12-10 19:31:48+00:00,['1469389403596410883'],@joshclaytes @Keir_Starmer Don’t be silly with the falsehoods.,  don’t be silly with the falsehoods,True,False
674,674,674,1.4689780938388152e+18,2021-12-09 16:17:24+00:00,['1468978093838815238'],Don't blame me. I campaigned and voted for @jeremycorbyn and would do so again in a heartbeat.,dont blame me i campaigned and voted for  and would do so again in a heartbeat,True,False
678,678,678,1.4688688458972365e+18,2021-12-09 09:03:17+00:00,['1468868845897236485'],At Princes height of success he said “I can spit on a record and it would sell”. Adele is doing the same with her latest release isn’t she?,at princes height of success he said “i can spit on a record and it would sell” adele is doing the same with her latest release isn’t she,True,False
679,679,679,1.468867728262013e+18,2021-12-09 08:58:51+00:00,['1468867728262012929'],@Nickolarge Of course I am., of course i am,True,False
681,681,681,1.4688006722588262e+18,2021-12-09 04:32:23+00:00,['1468800672258826240'],Don’t you feel so sorry for Boris Johnson right now?,don’t you feel so sorry for boris johnson right now,True,False
683,683,683,1.4685230775753196e+18,2021-12-08 10:09:20+00:00,['1468523077575319556'],"Love to argue but I don’t have any ammunition, anyone else? https://t.co/qwXXRCpAMk",love to argue but i don’t have any ammunition anyone else ,True,False
685,685,685,1.4685206924759122e+18,2021-12-08 09:59:51+00:00,['1468520692475912200'],So true. https://t.co/ShBNj3R8z5,so true ,True,False
686,686,686,1.4681980793336463e+18,2021-12-07 12:37:54+00:00,['1468198079333646337'],https://t.co/MccrBKP6YT,,True,False
687,687,687,1.4681976098357944e+18,2021-12-07 12:36:02+00:00,['1468197609835794445'],@joefar49 No, no,True,False
688,688,688,1.4681201662738885e+18,2021-12-07 07:28:18+00:00,['1468120166273888256'],@ECommie69 @EvanParkMilesW1 What’s the difference between right wing conservatives and communism to the public?,  what’s the difference between right wing conservatives and communism to the public,True,False
693,693,693,1.4679960312961024e+18,2021-12-06 23:15:02+00:00,['1467996031296102408'],@DPJHodges @tashidale Same as,  same as,True,False
694,694,694,1.467995817147519e+18,2021-12-06 23:14:11+00:00,['1467995817147518978'],@DPJHodges Corbyn and McDonnell wouldn’t be abusive or overstep laws without democracy being consulted. You know it too., corbyn and mcdonnell wouldn’t be abusive or overstep laws without democracy being consulted you know it too,True,False
701,701,701,1.4676183607583498e+18,2021-12-05 22:14:18+00:00,['1467618360758349830'],@davesumnersmith Racist I’m afraid, racist i’m afraid,True,False
702,702,702,1.4675400749256335e+18,2021-12-05 17:03:14+00:00,['1467540074925633542'],@Apollon101 To return who?, to return who,True,False
706,706,706,1.4674249385083658e+18,2021-12-05 09:25:43+00:00,['1467424938508365826'],@ORIONVIEW @jon_trickett Yes. Brilliant!,  yes brilliant,True,False
708,708,708,1.4674221875230884e+18,2021-12-05 09:14:47+00:00,['1467422187523088384'],@jon_trickett How about government not charging NHS hospital tax same as private hospitals?, how about government not charging nhs hospital tax same as private hospitals,True,False
709,709,709,1.4674208676091249e+18,2021-12-05 09:09:32+00:00,['1467420867609124864'],Stop charging NHS hospitals tax the same as private hospitals!? https://t.co/0ATEMknkue,stop charging nhs hospitals tax the same as private hospitals ,True,False
713,713,713,1.4671652990531052e+18,2021-12-04 16:14:00+00:00,['1467165299053105157'],@Yes_That_Steve @SparklyB @BorisJohnson Reinstate the social services properly and sure start. Stop shrinking the NHS. It’s there for all including rich fools.,   reinstate the social services properly and sure start stop shrinking the nhs it’s there for all including rich fools,True,False
715,715,715,1.4670475359194808e+18,2021-12-04 08:26:03+00:00,['1467047535919480835'],https://t.co/CVymFKfKP5,,True,False
718,718,718,1.4670081567693455e+18,2021-12-04 05:49:34+00:00,['1467008156769345538'],@SquidCynical It would be the same fur all the parties is the following line., it would be the same fur all the parties is the following line,True,False
722,722,722,1.4668762284938895e+18,2021-12-03 21:05:20+00:00,['1466876228493889538'],@JohnRentoul Labour should walking it by now., labour should walking it by now,True,False
729,729,729,1.466528122019451e+18,2021-12-02 22:02:05+00:00,['1466528122019450880'],@MrYesWeCan @bbclaurak @Peston Was there many from labour at the party?,   was there many from labour at the party,True,False
732,732,732,1.4665242548879892e+18,2021-12-02 21:46:43+00:00,['1466524254887989249'],@helblythe Thank you for posting this so we can offer our condolences. I do sincerely hope you will learn to remember him with decreasing pain as time goes by.x, thank you for posting this so we can offer our condolences i do sincerely hope you will learn to remember him with decreasing pain as time goes byx,True,False
735,735,735,1.466189192594174e+18,2021-12-01 23:35:18+00:00,['1466189192594173958'],@ArgyleLoz @lorraine_teuten Yes he is a c..t for wanting that.,  yes he is a ct for wanting that,True,False
736,736,736,1.4661880900039311e+18,2021-12-01 23:30:55+00:00,['1466188090003931140'],"@WorkersPartyGB @georgegalloway @joti2gaza Well 2bfair the right end of Corbyn’s Labour massively outweighed the left, so Corbyn wasn’t in a position with a mallet he had only negotiation tools which were always a no 2Blair’s labour. They could just keep leaving. Maybe corbyns job was driving right out &amp; not election.",   well 2bfair the right end of corbyn’s labour massively outweighed the left so corbyn wasn’t in a position with a mallet he had only negotiation tools which were always a no 2blair’s labour they could just keep leaving maybe corbyns job was driving right out amp not election,True,False
738,738,738,1.4659865079368704e+18,2021-12-01 10:09:54+00:00,['1465986507936870407'],@earthygirl011 Green want to price the poor out of living, green want to price the poor out of living,True,False
740,740,740,1.4659860693343027e+18,2021-12-01 10:08:10+00:00,['1465986069334302720'],@DaveM4Labour @Keir_Starmer @UKLabour The eyes weep at the debacle,   the eyes weep at the debacle,True,False
741,741,741,1.4659474400251208e+18,2021-12-01 07:34:40+00:00,['1465947440025120771'],Who is the best MP right now?,who is the best mp right now,True,False
743,743,743,1.4656007249775616e+18,2021-11-30 08:36:57+00:00,['1465600724977561604'],Is the new titanic Labour Party heading for an iceberg?,is the new titanic labour party heading for an iceberg,True,False
744,744,744,1.4656002428884214e+18,2021-11-30 08:35:02+00:00,['1465600242888421377'],@DavidLammy It saddens me I wanted real opposition., it saddens me i wanted real opposition,True,False
745,745,745,1.465599967138128e+18,2021-11-30 08:33:56+00:00,['1465599967138127876'],@davesumnersmith @BorisJohnson I don’t know anymore Labour and Tory are the same.,  i don’t know anymore labour and tory are the same,True,False
749,749,749,1.4655778669601915e+18,2021-11-30 07:06:07+00:00,['1465577866960191493'],@RevBluesSusie I read it wrong of course she will give Patel a run for her money and go further mean., i read it wrong of course she will give patel a run for her money and go further mean,True,False
751,751,751,1.4655678000266158e+18,2021-11-30 06:26:07+00:00,['1465567800026615812'],@RevBluesSusie No, no,True,False
752,752,752,1.46541656083576e+18,2021-11-29 20:25:08+00:00,['1465416560835760138'],@Keir_Starmer Labour is the titanic., labour is the titanic,True,False
754,754,754,1.465416244878844e+18,2021-11-29 20:23:53+00:00,['1465416244878843911'],It isn’t https://t.co/75rcqwgd7Z,it isn’t ,True,False
757,757,757,1.465408483378045e+18,2021-11-29 19:53:03+00:00,['1465408483378044928'],Oh no!,oh no,True,False
758,758,758,1.465376225795453e+18,2021-11-29 17:44:52+00:00,['1465376225795452938'],@GarethE59969875 @MichaelSopwith @RichardBurgon What homes?,   what homes,True,False
759,759,759,1.4652743041704428e+18,2021-11-29 10:59:52+00:00,['1465274304170442756'],@ErdmuteD England is going down like the titanic listening to the right racists., england is going down like the titanic listening to the right racists,True,False
760,760,760,1.4650765685654282e+18,2021-11-28 21:54:08+00:00,['1465076568565428228'],"@PeteRIGBY @Keir_Starmer So many sarcastic comments, keep them coming.",  so many sarcastic comments keep them coming,True,False
762,762,762,1.464909685966971e+18,2021-11-28 10:51:00+00:00,['1464909685966970885'],When is the next general election?,when is the next general election,True,False
764,764,764,1.4648312532329882e+18,2021-11-28 05:39:20+00:00,['1464831253232988161'],"Not in Tory or Tory lite world: “Helping someone else through difficulty is where civilization starts”. Mead.

We are at our best when we serve others.

Credit: Ira Byock","not in tory or tory lite world “helping someone else through difficulty is where civilization starts” mead

we are at our best when we serve others

credit ira byock",True,False
765,765,765,1.4646761078322012e+18,2021-11-27 19:22:51+00:00,['1464676107832201220'],"My son looks way cooler than I do when we go out, just saying.",my son looks way cooler than i do when we go out just saying,True,False
766,766,766,1.464649472865153e+18,2021-11-27 17:37:00+00:00,['1464649472865153029'],Get Corbyn https://t.co/WX6Yu8eUb0,get corbyn ,True,False
767,767,767,1.464648198534873e+18,2021-11-27 17:31:57+00:00,['1464648198534873090'],"@Mistywoman1 That is terrible. One step away from a wear wolf,", that is terrible one step away from a wear wolf,True,False
772,772,772,1.4646115743967314e+18,2021-11-27 15:06:25+00:00,['1464611574396731395'],@irisstylosa They only want passports, they only want passports,True,False
773,773,773,1.4645576560400015e+18,2021-11-27 11:32:10+00:00,['1464557656040001537'],@Siobhain_Mc The end, the end,True,False
776,776,776,1.4645264287084216e+18,2021-11-27 09:28:04+00:00,['1464526428708421637'],https://t.co/iNNAfAhPbv,,True,False
777,777,777,1.4645262128863685e+18,2021-11-27 09:27:13+00:00,['1464526212886368264'],"So Labour has Starmer, a right weapon indeed!",so labour has starmer a right weapon indeed,True,False
778,778,778,1.464343359720407e+18,2021-11-26 21:20:37+00:00,['1464343359720407043'],So true https://t.co/NZNrWyz1b8,so true ,True,False
779,779,779,1.4643395501600072e+18,2021-11-26 21:05:29+00:00,['1464339550160007185'],@LeanneWood @JulietB270880 …As well. But it proves Blair wrong.,  …as well but it proves blair wrong,True,False
781,781,781,1.4642974884170138e+18,2021-11-26 18:18:21+00:00,['1464297488417013761'],@LeanneWood @JulietB270880 Yet Labour had a drubbing last 2 elections before Corbyn.,  yet labour had a drubbing last 2 elections before corbyn,True,False
782,782,782,1.4642970124306186e+18,2021-11-26 18:16:27+00:00,['1464297012430618632'],@AaronBastani @JulietB270880 Apologise for what though?,  apologise for what though,True,False
783,783,783,1.4642949147668767e+18,2021-11-26 18:08:07+00:00,['1464294914766876673'],"“Jeremy Corbyn knows what to do to get the whip returned”.
What’s he got to do?","“jeremy corbyn knows what to do to get the whip returned”
what’s he got to do",True,False
784,784,784,1.4642575409973985e+18,2021-11-26 15:39:37+00:00,['1464257540997398541'],@supertanskiii Voting Labour now won’t turn it around., voting labour now won’t turn it around,True,False
785,785,785,1.4640019772690678e+18,2021-11-25 22:44:05+00:00,['1464001977269067784'],@The_DogWalker No opposition and the corrupt individuals within opposition towards those who are opposition. Who is Tory opposition right now?, no opposition and the corrupt individuals within opposition towards those who are opposition who is tory opposition right now,True,False
786,786,786,1.463998362806534e+18,2021-11-25 22:29:44+00:00,['1463998362806534144'],@PeterStefanovi2 Tory will always vote Tory but Labour won’t vote Labour if Labour isn’t Labour. What is Labour?, tory will always vote tory but labour won’t vote labour if labour isn’t labour what is labour,True,False
787,787,787,1.463943075852538e+18,2021-11-25 18:50:02+00:00,['1463943075852537860'],It’s hard to argue https://t.co/jvSCwfhZZa,it’s hard to argue ,True,False
789,789,789,1.4638136681608684e+18,2021-11-25 10:15:49+00:00,['1463813668160868352'],@earthygirl011 When all Jews are the “right Jew”., when all jews are the “right jew”,True,False
793,793,793,1.4635742885151908e+18,2021-11-24 18:24:36+00:00,['1463574288515190795'],@DanielFooksArt The left died the in 2019., the left died the in 2019,True,False
803,803,803,1.463187487887614e+18,2021-11-23 16:47:36+00:00,['1463187487887613967'],"@peter236uk @earthygirl011 @jacqui703 Great only he is a Tory so what would a Labour government do, nothing.",   great only he is a tory so what would a labour government do nothing,True,False
804,804,804,1.4631872635972567e+18,2021-11-23 16:46:43+00:00,['1463187263597256707'],@earthygirl011 I’m so grateful I didn’t bc I saw him a mile off. He was making campaigning for the leadership videos even when he should have been for a Labour government., i’m so grateful i didn’t bc i saw him a mile off he was making campaigning for the leadership videos even when he should have been for a labour government,True,False
806,806,806,1.4630735129108972e+18,2021-11-23 09:14:42+00:00,['1463073512910897155'],@margarethodge 26 Tory Labour abstained to pass it through easily?, 26 tory labour abstained to pass it through easily,True,False
807,807,807,1.4629277858659246e+18,2021-11-22 23:35:38+00:00,['1462927785865924610'],@UKLabour It isn’t, it isn’t,True,False
811,811,811,1.4629259009079624e+18,2021-11-22 23:28:09+00:00,['1462925900907962373'],@Keir_Starmer Not anymore, not anymore,True,False
813,813,813,1.4628300690098586e+18,2021-11-22 17:07:21+00:00,['1462830069009858572'],@BeckettUnite Are we a communist country in the making without the state ownership of asserts?, are we a communist country in the making without the state ownership of asserts,True,False
817,817,817,1.4627285252497203e+18,2021-11-22 10:23:51+00:00,['1462728525249720321'],What a vulgar sight it was seeing Adele’s audience.,what a vulgar sight it was seeing adele’s audience,True,False
820,820,820,1.4624756608536576e+18,2021-11-21 17:39:03+00:00,['1462475660853657608'],I thought this was like the Torys over the working class but the butterflies get a better retirement. https://t.co/a1codotvZu,i thought this was like the torys over the working class but the butterflies get a better retirement ,True,False
821,821,821,1.4624128325580063e+18,2021-11-21 13:29:24+00:00,['1462412832558006277'],@Keir_Starmer @JonAshworth Parody account for sure.,  parody account for sure,True,False
831,831,831,1.4623027987254518e+18,2021-11-21 06:12:10+00:00,['1462302798725451778'],@ChunkyChipper @JulietB270880 @Keir_Starmer @JonAshworth Pitifully more like. Labour died of shame,    pitifully more like labour died of shame,True,False
833,833,833,1.462300985536258e+18,2021-11-21 06:04:57+00:00,['1462300985536258050'],@PepperOceanna Democracy, democracy,True,False
835,835,835,1.4619735708972603e+18,2021-11-20 08:23:56+00:00,['1461973570897260547'],Give to children this year stop voting Tories!,give to children this year stop voting tories,True,False
839,839,839,1.4616376572562514e+18,2021-11-19 10:09:08+00:00,['1461637657256251395'],@katedodd3 Starmer the Labour Party, starmer the labour party,True,False
840,840,840,1.461613713258074e+18,2021-11-19 08:33:59+00:00,['1461613713258074114'],Breakthrough Party -why are active Labour members defecting to this party rather than the other new left wing parties?,breakthrough party why are active labour members defecting to this party rather than the other new left wing parties,True,False
845,845,845,1.4612906924252652e+18,2021-11-18 11:10:25+00:00,['1461290692425265153'],@bbclaurak Only when it’s cleared it up. It’s not a fashion thing., only when it’s cleared it up it’s not a fashion thing,True,False
848,848,848,1.4612243786754417e+18,2021-11-18 06:46:54+00:00,['1461224378675441665'],What a great bunch! https://t.co/HokpreJsLI,what a great bunch ,True,False
849,849,849,1.4612238063500165e+18,2021-11-18 06:44:38+00:00,['1461223806350016512'],@evolvepolitics Bet he settles out of court like a weasel, bet he settles out of court like a weasel,True,False
850,850,850,1.461221889968386e+18,2021-11-18 06:37:01+00:00,['1461221889968386051'],"@jessphillips See you can sound intelligent, thoughtful and empathetic when you are not busy trying to lose and “stab your leader in da front”. I’ll still only see this as an act.", see you can sound intelligent thoughtful and empathetic when you are not busy trying to lose and “stab your leader in da front” i’ll still only see this as an act,True,False
853,853,853,1.4611019217591214e+18,2021-11-17 22:40:18+00:00,['1461101921759121419'],@supertanskiii Sometimes when these things are said on social media people won’t commit to an answer in case it gets them on a radar of some sort. Would people show up if there was an anonymous alternative way to arrange it?, sometimes when these things are said on social media people won’t commit to an answer in case it gets them on a radar of some sort would people show up if there was an anonymous alternative way to arrange it,True,False
856,856,856,1.46109081319526e+18,2021-11-17 21:56:10+00:00,['1461090813195259910'],@Liam09094 @cooke550 @UKLabour It would show they are honest which would be ‘confidence in him building’.,   it would show they are honest which would be ‘confidence in him building’,True,False
857,857,857,1.461090429462528e+18,2021-11-17 21:54:38+00:00,['1461090429462528002'],@UKLabour You wouldn’t you’d need to be honest and you have no proof you are., you wouldn’t you’d need to be honest and you have no proof you are,True,False
859,859,859,1.46108863842347e+18,2021-11-17 21:47:31+00:00,['1461088638423470080'],@KenHolmes10 @daveburnett1980 @BBCBreakfast @BBCPolitics In my opinion vaccine passports show that u r vaccinated but not that u don’t have COVID-19. U are 37% eligible 2 contract COVID 19. Wearing face masks &amp; social distancing is still better than a dangerous government starting passports. When u see crowded events going ahead?,    in my opinion vaccine passports show that u r vaccinated but not that u don’t have covid19 u are 37 eligible 2 contract covid 19 wearing face masks amp social distancing is still better than a dangerous government starting passports when u see crowded events going ahead,True,False
860,860,860,1.4610556593869332e+18,2021-11-17 19:36:28+00:00,['1461055659386933249'],@PeterChave3 That would be fair. The person who might have been best presents to who is certainly the worst., that would be fair the person who might have been best presents to who is certainly the worst,True,False
861,861,861,1.4610546226348155e+18,2021-11-17 19:32:21+00:00,['1461054622634815493'],@MimiJ9 Humour! I get it., humour i get it,True,False
862,862,862,1.4610539461397135e+18,2021-11-17 19:29:40+00:00,['1461053946139713543'],@PeterChave3 Yes and who should present it to him?, yes and who should present it to him,True,False
863,863,863,1.4610530417387233e+18,2021-11-17 19:26:04+00:00,['1461053041738723338'],@kened Surely there is someone for you to vote?, surely there is someone for you to vote,True,False
864,864,864,1.461052279696638e+18,2021-11-17 19:23:03+00:00,['1461052279696637956'],Boris Johnson would love to be best at something in his life. Well he is the best worst prime minister ever.,boris johnson would love to be best at something in his life well he is the best worst prime minister ever,True,False
865,865,865,1.4610310343976346e+18,2021-11-17 17:58:37+00:00,['1461031034397634567'],@DanielFooksArt @EnjoyFascism I can’t find anyone in my small circle who realises COVID passports is a worry. “You have smartphone or drivers license don’t you?”,  i can’t find anyone in my small circle who realises covid passports is a worry “you have smartphone or drivers license don’t you”,True,False
866,866,866,1.4609783010743542e+18,2021-11-17 14:29:05+00:00,['1460978301074354181'],@supertanskiii @campbellclaret All very well but getting in the Tory lite team isn’t “fuck”the Tories.,  all very well but getting in the tory lite team isn’t “fuck”the tories,True,False
867,867,867,1.4609509986341765e+18,2021-11-17 12:40:35+00:00,['1460950998634176513'],@Independent Mercedes best car ever sweeps past even rockets. Nothing will stop him now., mercedes best car ever sweeps past even rockets nothing will stop him now,True,False
868,868,868,1.4609505331629138e+18,2021-11-17 12:38:44+00:00,['1460950533162913795'],@PoliticsForAlI @BathLabourParty Pantomime - what a load of rubbish,  pantomime  what a load of rubbish,True,False
873,873,873,1.460889891051561e+18,2021-11-17 08:37:46+00:00,['1460889891051560962'],When U look at how 2 manage COVID-19 U could reasonably think vaccine passports as an answer. BUT when U turn your vision &amp; see the government &amp; it’s opposition you should think passports will be a bad idea. That’s the problem. We need leaders in OUR interest but we don’t do we?,when u look at how 2 manage covid19 u could reasonably think vaccine passports as an answer but when u turn your vision amp see the government amp it’s opposition you should think passports will be a bad idea that’s the problem we need leaders in our interest but we don’t do we,True,False
874,874,874,1.4608866887089357e+18,2021-11-17 08:25:03+00:00,['1460886688708935687'],@KenHolmes10 @touristcol @BBCBreakfast @BBCPolitics True which is why we are all at a dangerous crossroad. We’ll see…,    true which is why we are all at a dangerous crossroad we’ll see…,True,False
875,875,875,1.4608859718016737e+18,2021-11-17 08:22:12+00:00,['1460885971801673729'],@WillEatYourRich @ScottVhahaney Baddiel is a dangerous man bc his popularity is exploited. He sees anti in everything when his argument is at at dead end.,  baddiel is a dangerous man bc his popularity is exploited he sees anti in everything when his argument is at at dead end,True,False
876,876,876,1.460885082672087e+18,2021-11-17 08:18:40+00:00,['1460885082672087040'],@KenHolmes10 @BBCBreakfast @BBCPolitics Yes and I know what you gonna say but we’ll see…,   yes and i know what you gonna say but we’ll see…,True,False
877,877,877,1.4608846976014254e+18,2021-11-17 08:17:08+00:00,['1460884697601425408'],@touristcol @KenHolmes10 @BBCBreakfast @BBCPolitics We have the wrong government in place to trust they have the peoples interests at heart. We are going to be sorry about this in future. We’ll see…,    we have the wrong government in place to trust they have the peoples interests at heart we are going to be sorry about this in future we’ll see…,True,False
878,878,878,1.4608817628553585e+18,2021-11-17 08:05:28+00:00,['1460881762855358475'],Vaccine passports yes or no?,vaccine passports yes or no,True,False
