id,created_at,edit_history_tweet_ids,text,clean_text,nouns,lemm_nouns
1.4998045428583178e+18,2022-03-04 17:50:42+00:00,['1499804542858317827'],"@iconnic_01 @RichWilkie66 So, I have never experienced what you are going through. I am just grateful to the asylum seekers I met for opening my eyes a little. Thank you for your comments too. Food for thought.",  so i have never experienced what you are going through i am just grateful to the asylum seekers i met for opening my eyes a little thank you for your comments too food for thought, asylum seekers eyes thank comments food thought ,asylum seeker eye thank comment food thought
1.4998031819535688e+18,2022-03-04 17:45:18+00:00,['1499803181953568773'],"@iconnic_01 @RichWilkie66 For a short while, I did some interpreting assignments when I met asylum seekers, mostly women, who had gone through horrific experiences and were trying to rebuild their lives in the UK, with great courage and resilience.",  for a short while i did some interpreting assignments when i met asylum seekers mostly women who had gone through horrific experiences and were trying to rebuild their lives in the uk with great courage and resilience,  i interpreting assignments i asylum seekers women horrific experiences lives courage resilience ,interpreting assignment asylum seeker woman horrific experience life courage resilience
1.4998016712700314e+18,2022-03-04 17:39:18+00:00,['1499801671270031363'],"@iconnic_01 @RichWilkie66 Yes, you are right, it is much more recent for you. My parents were born in the 1930's and told me many stories about what they had seen. So, it stayed in my mind, but I never experienced war and all its terrors.",  yes you are right it is much more recent for you my parents were born in the and told me many stories about what they had seen so it stayed in my mind but i never experienced war and all its terrors, yes parents stories mind war terrors ,yes parent story mind war terror
1.4997935607150223e+18,2022-03-04 17:07:04+00:00,['1499793560715022343'],"@iconnic_01 @RichWilkie66 Well, there have been many wars on the European soil over the centuries including, of course, the last 2 world wars. Human memories are short and the lessons learnt had been forgotten. So, here we are again. :(",  well there have been many wars on the european soil over the centuries including of course the last world wars human memories are short and the lessons learnt had been forgotten so here we are again , wars soil centuries course world wars memories lessons ,war soil century course world war memory lesson
1.4997824920978555e+18,2022-03-04 16:23:05+00:00,['1499782492097855494'],@iconnic_01 @RichWilkie66 It may well be that seeing the tragedies the Ukrainian people are going through will make us more tolerant of other refugees and less blind to their suffering. I do hope so.,  it may well be that seeing the tragedies the ukrainian people are going through will make us more tolerant of other refugees and less blind to their suffering i do hope so, tragedies people refugees blind suffering i ,tragedy people refugee blind suffering
1.4997802049395958e+18,2022-03-04 16:14:00+00:00,['1499780204939595776'],"@iconnic_01 @RichWilkie66 I remember being told it is apparently much easier to shoot and kill lots of people you cannot see rather than a single person, right in front of you. We are all guilty of being blind to the pain of many.",  i remember being told it is apparently much easier to shoot and kill lots of people you cannot see rather than a single person right in front of you we are all guilty of being blind to the pain of many, i lots people person front blind pain ,lot people person front blind pain
1.4997786354898575e+18,2022-03-04 16:07:45+00:00,['1499778635489857541'],"@iconnic_01 @RichWilkie66 2 wrongs don't make a right. You are right there are many other human right abuses and tragedies in Palestine, in Yemen and the list goes on. As for Ukraine, it is about a very sudden attack, right on our doorstep. It could be us tomorrow.",  wrongs don't make a right you are right there are many other human right abuses and tragedies in palestine in yemen and the list goes on as for ukraine it is about a very sudden attack right on our doorstep it could be us tomorrow, wrongs right right abuses tragedies palestine yemen list ukraine attack right doorstep tomorrow ,wrong right right abuse tragedy palestine yemen list ukraine attack right doorstep tomorrow
1.499771755199701e+18,2022-03-04 15:40:25+00:00,['1499771755199700996'],@IsntTony105 @Cmacg3 So much for the right to choose! They should be happy such right has now prevailed. 🙂🙂,  so much for the right to choose they should be happy such right has now prevailed , right right  ,right right
1.4996990101641216e+18,2022-03-04 10:51:21+00:00,['1499699010164121605'],"@IMatviyishyn Dear Iryna, you will be in our hearts forever. I so wish we could all do more to stop this cruel and senseless war right now and set you free. Sending you hugs and strong thoughts. ♥️♥️", dear iryna you will be in our hearts forever i so wish we could all do more to stop this cruel and senseless war right now and set you free sending you hugs and strong thoughts ,iryna hearts cruel war hugs thoughts  ,iryna heart cruel war hug thought
1.4996866396474778e+18,2022-03-04 10:02:12+00:00,['1499686639647477763'],@Muqadaam @y_alibhai Hi Nadeem :),  hi nadeem , hi nadeem  ,nadeem
1.4996840340283884e+18,2022-03-04 09:51:51+00:00,['1499684034028388353'],@joncstone @anarchon1701D This Brexiteer did not apparently know what he had voted for.,  this brexiteer did not apparently know what he had voted for,brexiteer ,brexiteer
1.4992329980001034e+18,2022-03-03 03:59:35+00:00,['1499232998000103424'],"@Kasparov63 @Juliest101 A stark, but very necessary assessment of the Russia/Ukraine conflict , as part of Putin's World War view. It is going to hurt us all. :( .",  a stark but very necessary assessment of the russiaukraine conflict  as part of putin's world war view it is going to hurt us all  , assessment russiaukraine conflict  part world war view  ,assessment russiaukraine conflict part world war view
1.4991910558115922e+18,2022-03-03 01:12:55+00:00,['1499191055811592197'],@ABCPolitics Very hard times ahead. :(, very hard times ahead ,times ,time
1.499188067684528e+18,2022-03-03 01:01:03+00:00,['1499188067684528132'],"Feeling so terribly sad for the Ukrainian people who have shown tremendous courage. My heart goes out to them. They will not be forgotten, no matter how much their enemies try to erase them from history.",feeling so terribly sad for the ukrainian people who have shown tremendous courage my heart goes out to them they will not be forgotten no matter how much their enemies try to erase them from history,people courage heart matter enemies history ,people courage heart matter enemy history
1.498573248807723e+18,2022-03-01 08:17:59+00:00,['1498573248807723009'],@DemocracyTalk Interesting article about Putin's mindset. There is a cold and chilling logic to it., interesting article about putin's mindset there is a cold and chilling logic to it, article mindset logic ,article mindset logic
1.494093856127783e+18,2022-02-16 23:38:28+00:00,['1494093856127782917'],@Stephennastyfa1 @vivamjm Grim :(,  grim , grim  ,grim
1.494091657993724e+18,2022-02-16 23:29:44+00:00,['1494091657993723904'],Tens of thousands of Maasai reportedly face eviction in Tanzania any day now -- and they've asked us for support. Join our call to stop the Maasai evictions https://t.co/eQGJFIbryW,tens of thousands of maasai reportedly face eviction in tanzania any day now  and they've asked us for support join our call to stop the maasai evictions ,tens thousands maasai eviction day  support call maasai evictions ,ten thousand maasai eviction day support call maasai eviction
1.4856208324203848e+18,2022-01-24 14:29:42+00:00,['1485620832420384770'],@emmeejacobs @drmarielouise What a terrifying ordeal for your granddaughter! Thank goodness she is alive and her baby was saved. This situation was preventable and should be highlighted on the national news.,  what a terrifying ordeal for your granddaughter thank goodness she is alive and her baby was saved this situation was preventable and should be highlighted on the national news, terrifying ordeal granddaughter thank goodness baby situation news ,terrifying ordeal granddaughter thank goodness baby situation news
1.483821079076479e+18,2022-01-19 15:18:07+00:00,['1483821079076478976'],"@Nikicinder @mikegalsworthy This apparently is what our current government meant by ""sovereignty"" and what people voted for.",  this apparently is what our current government meant by sovereignty and what people voted for,government meant sovereignty people ,government meant sovereignty people
1.4810450049655808e+18,2022-01-11 23:27:00+00:00,['1481045004965580800'],"@gordon_riches @doctor_oxford Yes, sad and also scary. :(",  yes sad and also scary ,  ,
1.4803195981007176e+18,2022-01-09 23:24:29+00:00,['1480319598100717570'],"@alexhallhall Yep, you are not alone.", yep you are not alone, yep ,yep
1.4803134466505933e+18,2022-01-09 23:00:03+00:00,['1480313446650593284'],@chrischirp @CanaryAndy A very sobering thread. We ignore public health at our peril.,  a very sobering thread we ignore public health at our peril, thread health peril ,thread health peril
1.480208237869863e+18,2022-01-09 16:01:59+00:00,['1480208237869862914'],@docrussjackson @drssj Scarily accurate. :(,  scarily accurate ,  ,
1.4801763089865157e+18,2022-01-09 13:55:07+00:00,['1480176308986515463'],I just signed the petition calling on @BorisJohnson to guarantee lateral flow tests remain freely available. Will you add your name? https://t.co/OxgxjIvlge,i just signed the petition calling on  to guarantee lateral flow tests remain freely available will you add your name ,i petition  flow tests name  ,petition flow test name
1.4801639869057477e+18,2022-01-09 13:06:09+00:00,['1480163986905747458'],@BluskyeAllison @drmarielouise OMG! This is disgusting! So very sorry you have had to endure such appalling abuse. :(,  omg this is disgusting so very sorry you have had to endure such appalling abuse , abuse  ,abuse
1.4801602974910505e+18,2022-01-09 12:51:29+00:00,['1480160297491050498'],@Ricfle1 @mikegalsworthy How convenient for the UK! Should all other governments also stop testing and pretend the pandemic is over?,  how convenient for the uk should all other governments also stop testing and pretend the pandemic is over, convenient uk governments pandemic ,convenient government pandemic
1.480158753987117e+18,2022-01-09 12:45:21+00:00,['1480158753987117058'],"@GoodwinDominic @mikegalsworthy Previously known as ""Project Fear""? Who would have thought?",  previously known as project fear who would have thought, project fear ,project fear
1.480155487186391e+18,2022-01-09 12:32:22+00:00,['1480155487186391042'],"@Ricfle1 @mikegalsworthy Political manipulation will presumably increase when testing is greatly reduced. Basically, hiding deaths rather than preventing them?",  political manipulation will presumably increase when testing is greatly reduced basically hiding deaths rather than preventing them, manipulation deaths ,manipulation death
1.4801502741111194e+18,2022-01-09 12:11:39+00:00,['1480150274111119360'],@danielgoyal Good thread. Thank you., good thread thank you,thread thank ,thread thank
1.4801443096263148e+18,2022-01-09 11:47:57+00:00,['1480144309626314756'],"@mikegalsworthy I loved the response from Newsnight, with a very deadpan delivery from Kirsty Wark. This cheered me up. 🙂🙂", i loved the response from newsnight with a very deadpan delivery from kirsty wark this cheered me up , i response delivery wark  ,response delivery wark
1.4801365418340352e+18,2022-01-09 11:17:05+00:00,['1480136541834035200'],@mikegalsworthy Phew!🙂🙂, phew, phew ,phew
1.4801343613915423e+18,2022-01-09 11:08:25+00:00,['1480134361391542276'],"@RobertFillies1 And to die with it too, with the poorest and more vulnerable suffering the highest casualties.", and to die with it too with the poorest and more vulnerable suffering the highest casualties, casualties ,casualty
1.4801333867652751e+18,2022-01-09 11:04:33+00:00,['1480133386765275136'],@billanddee90 @coaimpaul Indeed. And what about possible long term health issues on children who were infected?,  indeed and what about possible long term health issues on children who were infected, term health issues children ,term health issue child
1.4794836880606044e+18,2022-01-07 16:02:53+00:00,['1479483688060604421'],@DrKidneyAsh @drmarielouise @BorisJohnson I dread to think about what full time amounts to! Probably more hours than there are in a day. Neither possible nor sustainable. :(,   i dread to think about what full time amounts to probably more hours than there are in a day neither possible nor sustainable ,  i time amounts hours day  ,time amount hour day
1.4792098270081352e+18,2022-01-06 21:54:39+00:00,['1479209827008135175'],@OakwoodRescue @celiabailey52 I so hope this lovely girl finds a good home.,  i so hope this lovely girl finds a good home, i girl home ,girl home
1.4792067533006277e+18,2022-01-06 21:42:26+00:00,['1479206753300627466'],@CharityFain @Riginal_Zen @rcg1812 @Cleavon_MD You are right to do so. We know far too little about Long Covid to dismiss it. Is there a group for LC sufferers?,    you are right to do so we know far too little about long covid to dismiss it is there a group for lc sufferers,   covid group lc sufferers ,covid group sufferer
1.4792040682455818e+18,2022-01-06 21:31:46+00:00,['1479204068245581832'],"@rcg1812 Long Covid reminds me of rheumatic fever. Over a century ago, children would recover from it, but would develop valvular heart disease in adulthood. We just do not know what long term side effects may be.", long covid reminds me of rheumatic fever over a century ago children would recover from it but would develop valvular heart disease in adulthood we just do not know what long term side effects may be,reminds fever century children heart disease adulthood term side effects ,reminds fever century child heart disease adulthood term side effect
1.4790641642535444e+18,2022-01-06 12:15:51+00:00,['1479064164253544453'],"@13sarahmurphy @drssj The amount of lies he and his mates have got away with, is astonishing. It seems to have been their main achievement. As usual, the rest of us, common mortals, will have to live or die with the consequences.",  the amount of lies he and his mates have got away with is astonishing it seems to have been their main achievement as usual the rest of us common mortals will have to live or die with the consequences, amount lies mates achievement rest mortals consequences ,amount lie mate achievement rest mortal consequence
1.4790605108931297e+18,2022-01-06 12:01:20+00:00,['1479060510893129731'],"@Jos21Bell @alexsobel @10DowningStreet I suspect profits matter to them far more than human lives (apart from their own, of course).",   i suspect profits matter to them far more than human lives apart from their own of course,  i profits matter lives course ,profit matter life course
1.4790591528822538e+18,2022-01-06 11:55:56+00:00,['1479059152882253827'],@DwWork2 @alexsobel @10DowningStreet Bad news indeed. :(,   bad news indeed ,  news ,news
1.4770340134749225e+18,2021-12-31 21:48:45+00:00,['1477034013474922498'],@MaxMart45702532 Grim :(, grim , ,
1.4747665364056596e+18,2021-12-25 15:38:36+00:00,['1474766536405659649'],@michaelscat2 @Renagade691 Good to know Fury has found a good home at last!,  good to know fury has found a good home at last,fury home ,fury home
1.4741535715916308e+18,2021-12-23 23:02:54+00:00,['1474153571591630851'],@chizzyakudolu @2HareCourt @TheLadyBrief Wow! Very impressive. Congratulations!,   wow very impressive congratulations,  congratulations ,congratulation
1.4734625554525225e+18,2021-12-22 01:17:03+00:00,['1473462555452522497'],@JohnJCrace @mikegalsworthy Does the baby attend too?,  does the baby attend too, baby ,baby
1.4715222974795817e+18,2021-12-16 16:47:09+00:00,['1471522297479581708'],"@carolinejmolloy @JPLT59 Food for thought indeed. So many wasted opportunities to fight this deadly virus and too many lives lost already. Many reasons to feel angry. I keep hoping against hope that science,wisdom and a sense of the common good will eventually prevail. :(",  food for thought indeed so many wasted opportunities to fight this deadly virus and too many lives lost already many reasons to feel angry i keep hoping against hope that sciencewisdom and a sense of the common good will eventually prevail , food thought opportunities virus lives reasons hope sciencewisdom sense good  ,food thought opportunity virus life reason hope sciencewisdom sense good
1.4715109076246446e+18,2021-12-16 16:01:54+00:00,['1471510907624644613'],@CathRobilliard @LabWomenDec @Womans_Place_UK JKR has great courage as well as talent. The hatred and bile directed at her for daring to speak is appalling beyond words. :(,   jkr has great courage as well as talent the hatred and bile directed at her for daring to speak is appalling beyond words ,  jkr courage talent hatred bile words ,jkr courage talent hatred bile word
1.4714314591142953e+18,2021-12-16 10:46:12+00:00,['1471431459114295303'],@Diet_cole Happy Birthday anyway! You might just as well enjoy it. :), happy birthday anyway you might just as well enjoy it , birthday ,birthday
1.469368211242107e+18,2021-12-10 18:07:35+00:00,['1469368211242106884'],"@frankr_colson @GoodLawProject Capita??? Just as you think this government cannot sink any lower, they do. :(",  capita just as you think this government cannot sink any lower they do ,  capita government cannot ,caput government cannot
1.46617945927544e+18,2021-12-01 22:56:38+00:00,['1466179459275440128'],@imillhiser I can't help thinking that most of those who voted against abortion rights would also vote for the right to bear arms and kill., i can't help thinking that most of those who voted against abortion rights would also vote for the right to bear arms and kill, i help thinking abortion rights right arms ,help thinking abortion right right arm
1.4652954111413494e+18,2021-11-29 12:23:44+00:00,['1465295411141349378'],@ErdmuteD @OperaSocialist Beyond words :(,  beyond words , words ,word
1.4639906149833275e+18,2021-11-25 21:58:56+00:00,['1463990614983327749'],"@N1ckPayne @JimMFelton @BBCBreaking Yes, I hate the word migrants, too close to mutants, and suggesting they are not real human beings, somehow. :(",   yes i hate the word migrants too close to mutants and suggesting they are not real human beings somehow ,  word mutants beings ,word mutant
1.4625469979031265e+18,2021-11-21 22:22:31+00:00,['1462546997903126529'],I've just signed the @GoodLawProject petition asking the Met Police to investigate the cash for peerages scandal. Will you? https://t.co/YjcezDRBUd,i've just signed the  petition asking the met police to investigate the cash for peerages scandal will you , petition police cash peerages scandal ,petition police cash peerage scandal
1.4609343688941076e+18,2021-11-17 11:34:31+00:00,['1460934368894107648'],"Today, a court case will challenge the Govt's decision not to award people on legacy benefits the same £20 a week given to those on #UniversalCredit Govt must end the two tier social security system + backdate this payment. I stand with the #MillionsMissingOut #20More4All",today a court case will challenge the govt's decision not to award people on legacy benefits the same  a week given to those on  govt must end the two tier social security system  backdate this payment i stand with the  ,today court case decision people legacy benefits  week govt security system backdate payment i   ,today court case decision people legacy benefit week govt security system backdate payment
1.4581722636945736e+18,2021-11-09 20:38:53+00:00,['1458172263694573570'],Petition: End the Cage Age for all farmed animals https://t.co/JLktYnNTro,petition end the cage age for all farmed animals ,petition cage age animals ,petition cage age animal
1.4537325301678449e+18,2021-10-28 14:36:58+00:00,['1453732530167844864'],@COLINHA10352252 @mikegalsworthy @DPJHodges Spot on!,   spot on,  spot ,spot
1.4454798373893612e+18,2021-10-05 20:03:43+00:00,['1445479837389361152'],@sephjnr @guardian Sinister and sadly effective. Destroying the good work and reputation of the BBC :(,  sinister and sadly effective destroying the good work and reputation of the bbc , sinister work reputation bbc  ,sinister work reputation bbc
1.4454749453671137e+18,2021-10-05 19:44:17+00:00,['1445474945367113731'],"@goldfinchgazer @mikegalsworthy @Peradventur3 If this is considered as success, I dread to think what failure would be. :(",   if this is considered as success i dread to think what failure would be ,  success i failure ,success failure
1.4450983065777644e+18,2021-10-04 18:47:39+00:00,['1445098306577764361'],Read the stories about Brexit that no-one else will tell you. Subscribe to @BylineTimes... https://t.co/KZpQ7MW3hi,read the stories about brexit that noone else will tell you subscribe to  ,stories brexit noone  ,story brexit noone
1.443581134638502e+18,2021-09-30 14:18:57+00:00,['1443581134638501904'],Answer to Is Boris Johnson given enough credit by the UK public for the work he has put into Brexit and COVID-19 response? by Chris Le Carlin https://t.co/sKE5Up9IOk,answer to is boris johnson given enough credit by the uk public for the work he has put into brexit and covid response by chris le carlin ,answer johnson credit public work brexit covid response chris le carlin  ,answer johnson credit public work brexit covid response chris carlin
1.442988876403024e+18,2021-09-28 23:05:32+00:00,['1442988876403023873'],My friend Emma Webb is fundraising for PAPYRUS Prevention of Young Suicide. Check out their @JustGiving page and please donate if you can. Thank you! #JustGiving https://t.co/fgZDzTMsJP,my friend emma webb is fundraising for papyrus prevention of young suicide check out their  page and please donate if you can thank you  ,friend emma webb prevention suicide page ,friend emma webb prevention suicide page
1.440423570019025e+18,2021-09-21 21:11:55+00:00,['1440423570019024902'],"@Lorraine_Shrops @buckielugger21 @LloydCymru @chrischirp Very sensible of you, thankfully. A great shame such good sense is not shared at higher levels.",    very sensible of you thankfully a great shame such good sense is not shared at higher levels,   shame sense levels ,shame sense level
1.4402351954503598e+18,2021-09-21 08:43:23+00:00,['1440235195450359817'],"@chrischirp @drmarielouise This government is great on promises, but has a very poor record as far as caring for deprived communities is concerned. :(",  this government is great on promises but has a very poor record as far as caring for deprived communities is concerned ,government promises record communities  ,government promise record community
1.4396011510878945e+18,2021-09-19 14:43:55+00:00,['1439601151087894532'],"I've signed the petition calling on @PaypalUK, @MastercardUK and @VisaUK to scrap their plans to increase transaction charges that will impact British consumers. Will you join me and add your name? https://t.co/aPYElLPMjD",i've signed the petition calling on   and  to scrap their plans to increase transaction charges that will impact british consumers will you join me and add your name ,petition    plans transaction charges consumers name  ,petition plan transaction charge consumer name
1.4357109370135757e+18,2021-09-08 21:05:36+00:00,['1435710937013575680'],@stuartm1971 @mgacramer @mrjamesob @GavinWilliamson Also known as Frank Spencer.,    also known as frank spencer,   spencer ,spencer
1.4295640715909038e+18,2021-08-22 22:00:09+00:00,['1429564071590903815'],@lewis_goodall It is most definitely NOT an internal matter. It concerns us all. What is the BBC turning into?, it is most definitely not an internal matter it concerns us all what is the bbc turning into, matter bbc ,matter bbc
